x,y,z
8.615415,7.803167,28.185763
8.534191,7.709132,28.106418
8.451685,7.622958,28.014826
8.368812,7.545476,27.912032
8.286478,7.477383,27.799178
8.205569,7.419250,27.677478
8.126937,7.371522,27.548204
8.051395,7.334524,27.412664
7.979708,7.308468,27.272191
7.912584,7.293460,27.128127
7.850672,7.289513,26.981812
7.794556,7.296553,26.834572
7.744756,7.314427,26.687718
7.701723,7.342916,26.542530
7.665842,7.381737,26.400260
7.637432,7.430553,26.262125
7.616744,7.488977,26.129305
7.603967,7.556573,26.002940
7.599228,7.632863,25.884128
7.602591,7.717324,25.773923
7.614065,7.809391,25.673335
7.633597,7.908451,25.583325
7.661082,8.013845,25.504802
7.696359,8.124866,25.438621
7.739209,8.240750,25.385577
7.789364,8.360678,25.346397
7.846495,8.483770,25.321737
7.910223,8.609083,25.312169
7.980109,8.735605,25.318175
8.055658,8.862262,25.340135
8.136319,8.987909,25.378311
8.221478,9.111338,25.432841
8.310464,9.231283,25.503719
8.402546,9.346423,25.590782
8.496933,9.455395,25.693699
8.592780,9.556805,25.811952
8.689182,9.649252,25.944829
8.785189,9.731337,26.091408
8.879804,9.801697,26.250553
8.971993,9.859027,26.420910
9.060697,9.902113,26.600903
9.144838,9.929860,26.788746
9.223340,9.941328,26.982449
9.295139,9.935767,27.179840
9.359202,9.912644,27.378587
9.414546,9.871677,27.576236
9.460259,9.812856,27.770244
9.495519,9.736463,27.958025
9.519613,9.643084,28.137006
9.531960,9.533611,28.304670
9.532125,9.409234,28.458619
9.519836,9.271425,28.596622
9.494995,9.121913,28.716670
9.457687,8.962647,28.817017
9.408183,8.795749,28.896223
9.346940,8.623473,28.953177
9.274593,8.448146,28.987123
9.191948,8.272113,28.997664
9.099965,8.097687,28.984761
8.999737,7.927097,28.948721
8.892473,7.762444,28.890173
8.779470,7.605661,28.810042
8.662089,7.458487,28.709511
8.541729,7.322444,28.589984
8.419800,7.198824,28.453048
8.297703,7.088690,28.300427
8.176801,6.992875,28.133947
8.058409,6.911993,27.955502
7.943767,6.846459,27.767019
7.834036,6.796502,27.570432
7.730283,6.762190,27.367661
7.633474,6.743450,27.160593
7.544471,6.740091,26.951070
7.464033,6.751826,26.740879
7.392813,6.778289,26.531747
7.331360,6.819052,26.325340
7.280129,6.873636,26.123260
7.239480,6.941529,25.927050
7.209685,7.022185,25.738192
7.190935,7.115032,25.558118
7.183345,7.219476,25.388205
7.186958,7.334895,25.229786
7.201752,7.460640,25.084148
7.227640,7.596026,24.952534
7.264479,7.740326,24.836147
7.312064,7.892760,24.736144
7.370133,8.052488,24.653637
7.438369,8.218594,24.589686
7.516391,8.390080,24.545290
7.603760,8.565849,24.521380
7.699969,8.744696,24.518803
7.804442,8.925300,24.538308
7.916528,9.106213,24.580523
8.035496,9.285855,24.645938
8.160532,9.462512,24.734877
8.290730,9.634338,24.847472
8.425091,9.799362,24.983630
8.562518,9.955501,25.143005
8.701816,10.100576,25.324966
8.841692,10.232347,25.528567
8.980758,10.348540,25.752518
9.117536,10.446896,25.995162
9.250472,10.525219,26.254457
9.377947,10.581437,26.527970
9.498296,10.613669,26.812879
9.609833,10.620289,27.105987
9.710879,10.599999,27.403753
9.799791,10.551900,27.702339
9.875002,10.475551,27.997674
9.935056,10.371025,28.285530
9.978653,10.238947,28.561617
10.004683,10.080516,28.821683
10.012266,9.897504,29.061628
10.000790,9.692236,29.277616
9.969934,9.467542,29.466179
9.919695,9.226689,29.624322
9.850395,8.973295,29.749600
9.762685,8.711219,29.840182
9.657538,8.444456,29.894893
9.536230,8.177011,29.913222
9.400308,7.912792,29.895315
9.251556,7.655499,29.841933
9.091951,7.408536,29.754401
8.923609,7.174941,29.634531
8.748742,6.957333,29.484541
8.569601,6.757881,29.306965
8.388429,6.578300,29.104570
8.207417,6.419861,28.880264
8.028661,6.283416,28.637028
7.854136,6.169437,28.377848
7.685667,6.078066,28.105662
7.524906,6.009164,27.823317
7.373332,5.962368,27.533546
7.232236,5.937137,27.238943
7.102726,5.932807,26.941959
6.985734,5.948629,26.644898
6.882024,5.983807,26.349923
6.792202,6.037527,26.059065
6.716734,6.108984,25.774238
6.655959,6.197393,25.497249
6.610103,6.302001,25.229818
6.579293,6.422093,24.973592
6.563573,6.556988,24.730158
6.562914,6.706037,24.501060
6.577226,6.868609,24.287809
6.606365,7.044082,24.091898
6.650136,7.231824,23.914806
6.708305,7.431177,23.758004
6.780592,7.641431,23.622963
6.866676,7.861806,23.511152
6.966189,8.091423,23.424032
7.078713,8.329279,23.363055
7.203769,8.574222,23.329646
7.340815,8.824922,23.325189
7.489225,9.079842,23.351006
7.648287,9.337217,23.408322
7.817180,9.595029,23.498237
7.994965,9.850990,23.621678
8.180567,10.102525,23.779350
8.372763,10.346773,23.971678
8.570164,10.580587,24.198744
8.771206,10.800555,24.460218
8.974141,11.003032,24.755284
9.177030,11.184187,25.082571
9.377746,11.340078,25.440079
9.573979,11.466740,25.825120
9.763255,11.560295,26.234274
9.942959,11.617085,26.663354
10.110372,11.633816,27.107413
10.262716,11.607722,27.560771
10.397217,11.536721,28.017085
10.511167,11.419578,28.469460
10.602008,11.256036,28.910606
10.667411,11.046933,29.333022
10.705363,10.794265,29.729230
10.714254,10.501202,30.092016
10.692948,10.172046,30.414688
10.640858,9.812124,30.691321
10.557985,9.427624,30.916980
10.444949,9.025373,31.087894
10.302991,8.612590,31.201579
10.133951,8.196606,31.256891
9.940216,7.784588,31.254014
9.724654,7.383286,31.194379
9.490517,6.998811,31.080528
9.241346,6.636465,30.915937
8.980858,6.300628,30.704811
8.712835,5.994707,30.451866
8.441022,5.721133,30.162126
8.169033,5.481416,29.840724
7.900272,5.276232,29.492750
7.637868,5.105539,29.123114
7.384635,4.968701,28.736452
7.143041,4.864630,28.337067
6.915200,4.791907,27.928894
6.702871,4.748905,27.515494
6.507474,4.733892,27.100060
6.330116,4.745116,26.685449
6.171616,4.780878,26.274208
6.032542,4.839578,25.868620
5.913246,4.919759,25.470740
5.813897,5.020123,25.082437
5.734520,5.139546,24.705437
5.675022,5.277077,24.341354
5.635228,5.431936,23.991726
5.614899,5.603492,23.658049
5.613758,5.791253,23.341798
5.631507,5.994841,23.044457
5.667841,6.213964,22.767538
5.722453,6.448392,22.512601
5.795047,6.697922,22.281271
5.885334,6.962346,22.075252
5.993036,7.241413,21.896336
6.117873,7.534794,21.746414
6.259565,7.842033,21.627479
6.417812,8.162504,21.541623
6.592281,8.495366,21.491034
6.782590,8.839501,21.477978
6.988281,9.193468,21.504779
7.208800,9.555438,21.573784
7.443464,9.923137,21.687315
7.691431,10.293788,21.847612
7.951667,10.664057,22.056749
8.222906,11.030003,22.316539
8.503615,11.387049,22.628418
8.791959,11.729957,22.993304
9.085759,12.052844,23.411443
9.382467,12.349221,23.882230
9.679143,12.612077,24.404032
9.972436,12.834015,24.973999
10.258594,13.007441,25.587889
10.533479,13.124816,26.239926
10.792612,13.178964,26.922694
11.031248,13.163444,27.627111
11.244467,13.072944,28.342480
11.427315,12.903705,29.056663
11.574954,12.653919,29.756366
11.682850,12.324082,30.427548
11.746974,11.917234,31.055951
11.764000,11.439080,31.627706
11.731508,10.897926,32.129994
11.648149,10.304436,32.551685
11.513778,9.671204,32.883917
11.329521,9.012169,33.120533
11.097786,8.341916,33.258354
10.822199,7.674935,33.297233
10.507472,7.024909,33.239903
10.159216,6.404079,33.091646
9.783702,5.822766,32.859807
9.387609,5.289070,32.553227
8.977755,4.808740,32.181658
8.560853,4.385233,31.755198
8.143291,4.019904,31.283806
7.730953,3.712295,30.776924
7.329087,3.460490,30.243201
6.942227,3.261479,29.690338
6.574152,3.111517,29.125015
6.227889,3.006441,28.552904
5.905744,2.941943,27.978731
5.609364,2.913779,27.406375
5.339805,2.917940,26.838983
5.097619,2.950757,26.279089
4.882933,3.008975,25.728732
4.695537,3.089789,25.189558
4.534962,3.190857,24.662919
4.400552,3.310284,24.149945
4.291525,3.446604,23.651617
4.207033,3.598750,23.168820
4.146204,3.766012,22.702385
4.108185,3.948002,22.253135
4.092167,4.144614,21.821909
4.097412,4.355985,21.409596
4.123269,4.582462,21.017156
4.169188,4.824558,20.645646
4.234725,5.082930,20.296240
4.319546,5.358333,19.970255
4.423424,5.651599,19.669171
4.546242,5.963591,19.394654
4.687977,6.295175,19.148582
4.848697,6.647175,18.933070
5.028544,7.020331,18.750489
5.227723,7.415244,18.603497
5.446475,7.832315,18.495052
5.685059,8.271676,18.428435
5.943721,8.733108,18.407260
6.222660,9.215943,18.435471
6.521988,9.718952,18.517336
6.841684,10.240220,18.657409
7.181538,10.777009,18.860482
7.541085,11.325597,19.131490
7.919536,11.881123,19.475390
8.315695,12.437421,19.896976
8.727867,12.986869,20.400648
9.153768,13.520262,20.990108
9.590417,14.026729,21.667985
10.034048,14.493728,22.435394
10.480016,14.907146,23.291424
10.922729,15.251534,24.232591
11.355610,15.510523,25.252272
11.771101,15.667439,26.340193
12.160735,15.706142,27.482018
12.515276,15.612071,28.659146
12.824955,15.373456,29.848796
13.079805,14.982615,31.024467
13.270086,14.437194,32.156845
13.386797,13.741205,33.215157
13.422238,12.905651,34.168927
13.370579,11.948586,34.989982
13.228380,10.894499,35.654511
12.994992,9.772986,36.144890
12.672791,8.616829,36.451025
12.267195,7.459680,36.570990
11.786443,6.333663,36.510857
11.241165,5.267199,36.283748
10.643769,4.283337,35.908276
10.007726,3.398765,35.406631
9.346829,2.623542,34.802593
8.674501,1.961480,34.119742
8.003199,1.411008,33.380031
7.343980,0.966323,32.602822
6.706214,0.618630,31.804380
6.097456,0.357314,30.997750
5.523441,0.170954,30.192930
4.988193,0.048119,29.397228
4.494185,-0.022058,28.615702
4.042561,-0.049508,27.851626
3.633354,-0.043015,27.106914
3.265717,-0.010136,26.382500
2.938132,0.042788,25.678636
2.648597,0.110565,24.995129
2.394794,0.189046,24.331521
2.174219,0.275008,23.687208
1.984298,0.366028,23.061528
1.822471,0.460362,22.453817
1.686260,0.556836,21.863439
1.573318,0.654746,21.289803
1.481461,0.753771,20.732376
1.408692,0.853900,20.190680
1.353212,0.955370,19.664291
1.313428,1.058617,19.152838
1.287947,1.164231,18.656000
1.275576,1.272935,18.173501
1.275311,1.385550,17.705111
1.286335,1.502986,17.250645
1.308000,1.626229,16.809961
1.339823,1.756333,16.382967
1.381474,1.894417,15.969620
1.432769,2.041670,15.569934
1.493659,2.199347,15.183988
1.564227,2.368781,14.811932
1.644683,2.551385,14.454001
1.735353,2.748659,14.110523
1.836684,2.962204,13.781941
1.949236,3.193723,13.468829
2.073684,3.445033,13.171914
2.210819,3.718070,12.892102
2.361544,4.014898,12.630512
2.526880,4.337706,12.388512
2.707962,4.688812,12.167760
2.906047,5.070655,11.970258
3.122508,5.485781,11.798407
3.358835,5.936819,11.655076
3.616634,6.426450,11.543682
3.897615,6.957350,11.468272
4.203589,7.532120,11.433622
4.536442,8.153181,11.445345
4.898116,8.822641,11.510000
5.290568,9.542114,11.635210
5.715723,10.312483,11.829770
6.175399,11.133604,12.103742
6.671219,12.003925,12.468520
7.204490,12.920025,12.936834
7.776044,13.876049,13.522674
8.386044,14.863052,14.241077
9.033745,15.868251,15.107737
9.717196,16.874222,16.138362
10.432898,17.858099,17.347706
11.175418,18.790861,18.748218
11.936963,19.636878,20.348223
12.706954,20.353899,22.149650
13.471649,20.893761,24.145354
14.213860,21.204108,26.316212
14.912885,21.231398,28.628368
15.544736,20.925376,31.031159
16.082800,20.244937,33.456456
16.499014,19.164936,35.820236
16.765606,17.683025,38.027055
16.857348,15.825098,39.977667
16.754123,13.647731,41.579288
16.443484,11.236163,42.757064
15.922752,8.697226,43.464492
15.200199,6.147881,43.690277
14.294967,3.701449,43.459693
13.235615,1.454476,42.829889
12.057501,-0.522896,41.880267
10.799462,-2.191280,40.700412
9.500388,-3.540943,39.378421
8.196254,-4.586528,37.991926
6.917976,-5.359626,36.602885
5.690216,-5.901176,35.256030
4.531077,-6.255048,33.980080
3.452464,-6.463459,32.790523
2.460872,-6.564216,31.692961
1.558363,-6.589453,30.686278
0.743582,-6.565420,29.765290
0.012681,-6.512892,28.922730
-0.639876,-6.447880,28.150631
-1.220676,-6.382438,27.441206
-1.736853,-6.325434,26.787349
-2.195711,-6.283242,26.182883
-2.604464,-6.260308,25.622635
-2.970048,-6.259623,25.102412
-3.299006,-6.283086,24.618928
-3.597414,-6.331797,24.169703
-3.870852,-6.406271,23.752958
-4.124394,-6.506605,23.367524
-4.362615,-6.632600,23.012748
-4.589614,-6.783849,22.688429
-4.809037,-6.959791,22.394757
-5.024113,-7.159751,22.132262
-5.237676,-7.382956,21.901783
-5.452204,-7.628531,21.704430
-5.669837,-7.895493,21.541569
-5.892403,-8.182721,21.414788
-6.121434,-8.488921,21.325886
-6.358183,-8.812583,21.276840
-6.603623,-9.151928,21.269777
-6.858453,-9.504847,21.306942
-7.123093,-9.868839,21.390642
-7.397667,-10.240941,21.523192
-7.681995,-10.617664,21.706831
-7.975562,-10.994929,21.943630
-8.277498,-11.368009,22.235374
-8.586550,-11.731496,22.583418
-8.901044,-12.079278,22.988524
-9.218868,-12.404559,23.450679
-9.537437,-12.699909,23.968887
-9.853684,-12.957375,24.540963
-10.164053,-13.168644,25.163316
-10.464512,-13.325280,25.830762
-10.750589,-13.419027,26.536367
-11.017433,-13.442186,27.271355
-11.259908,-13.388042,28.025103
-11.472721,-13.251335,28.785248
-11.650583,-13.028732,29.537930
-11.788398,-12.719267,30.268175
-11.881485,-12.324693,30.960422
-11.925806,-11.849704,31.599167
-11.918195,-11.301977,32.169695
-11.856574,-10.692005,32.658828
-11.740117,-10.032708,33.055632
-11.569376,-9.338844,33.352000
-11.346323,-8.626262,33.543059
-11.074317,-7.911066,33.627341
-10.757992,-7.208766,33.606709
-10.403069,-6.533509,33.486048
-10.016113,-5.897457,33.272772
-9.604247,-5.310355,32.976194
-9.174858,-4.779326,32.606849
-8.735305,-4.308861,32.175829
-8.292660,-3.901000,31.694199
-7.853494,-3.555643,31.172517
-7.423709,-3.270933,30.620492
-7.008432,-3.043686,30.046770
-6.611957,-2.869803,29.458838
-6.237742,-2.744647,28.863019
-5.888432,-2.663368,28.264542
-5.565926,-2.621157,27.667652
-5.271449,-2.613443,27.075740
-5.005648,-2.636031,26.491486
-4.768687,-2.685181,25.916997
-4.560336,-2.757661,25.353925
-4.380069,-2.850755,24.803579
-4.227137,-2.962253,24.267015
-4.100649,-3.090428,23.745113
-3.999627,-3.234002,23.238638
-3.923064,-3.392099,22.748289
-3.869968,-3.564206,22.274742
-3.839392,-3.750129,21.818682
-3.830465,-3.949953,21.380833
-3.842414,-4.163998,20.961979
-3.874573,-4.392788,20.562991
-3.926394,-4.637013,20.184846
-3.997456,-4.897496,19.828651
-4.087460,-5.175168,19.495662
-4.196231,-5.471027,19.187311
-4.323710,-5.786118,18.905226
-4.469951,-6.121488,18.651262
-4.635105,-6.478157,18.427522
-4.819410,-6.857070,18.236391
-5.023176,-7.259048,18.080558
-5.246763,-7.684728,17.963044
-5.490560,-8.134496,17.887229
-5.754953,-8.608399,17.856866
-6.040298,-9.106048,17.876092
-6.346873,-9.626502,17.949429
-6.674836,-10.168134,18.081759
-7.024166,-10.728478,18.278285
-7.394597,-11.304063,18.544450
-7.785544,-11.890222,18.885822
-8.196011,-12.480908,19.307918
-8.624501,-13.068503,19.815977
-9.068901,-13.643649,20.414644
-9.526376,-14.195121,21.107583
-9.993251,-14.709768,21.896994
-10.464902,-15.172559,22.783059
-10.935668,-15.566781,23.763304
-11.398779,-15.874424,24.831947
-11.846344,-16.076799,25.979252
-12.269389,-16.155416,27.190985
-12.657992,-16.093123,28.448063
-13.001505,-15.875476,29.726514
-13.288902,-15.492248,30.997858
-13.509237,-14.938943,32.229998
-13.652207,-14.218113,33.388669
-13.708798,-13.340260,34.439391
-13.671944,-12.324094,35.349796
-13.537159,-11.195993,36.092078
-13.303043,-9.988596,36.645242
-12.971598,-8.738630,36.996823
-12.548301,-7.484212,37.143781
-12.041892,-6.261980,37.092422
-11.463901,-5.104461,36.857351
-10.827957,-4.038018,36.459659
-10.148963,-3.081630,35.924636
-9.442230,-2.246545,35.279399
-8.722661,-1.536742,34.550739
-8.004069,-0.949976,33.763431
-7.298660,-0.479167,32.939110
-6.616711,-0.113887,32.095706
-5.966428,0.158253,31.247356
-5.353960,0.350422,30.404651
-4.783522,0.475662,29.575099
-4.257604,0.546250,28.763677
-3.777218,0.573302,27.973388
-3.342166,0.566564,27.205776
-2.951293,0.534354,26.461353
-2.602728,0.483601,25.739947
-2.294096,0.419942,25.040961
-2.022692,0.347859,24.363569
-1.785637,0.270827,23.706837
-1.579990,0.191458,23.069819
-1.402846,0.111647,22.451599
-1.251396,0.032695,21.851323
-1.122987,-0.044576,21.268212
-1.015146,-0.119728,20.701560
-0.925604,-0.192620,20.150734
-0.852306,-0.263347,19.615164
-0.793410,-0.332178,19.094338
-0.747287,-0.399515,18.587791
-0.712510,-0.465856,18.095102
-0.687844,-0.531770,17.615885
-0.672237,-0.597879,17.149786
-0.664801,-0.664840,16.696478
-0.664805,-0.733337,16.255658
-0.671658,-0.804081,15.827049
-0.684900,-0.877801,15.410395
-0.704190,-0.955249,15.005463
-0.729296,-1.037203,14.612044
-0.760087,-1.124468,14.229954
-0.796525,-1.217888,13.859036
-0.838661,-1.318346,13.499162
-0.886630,-1.426775,13.150241
-0.940644,-1.544170,12.812218
-1.000997,-1.671591,12.485084
-1.068056,-1.810179,12.168881
-1.142268,-1.961162,11.863711
-1.224158,-2.125870,11.569747
-1.314329,-2.305744,11.287245
-1.413471,-2.502347,11.016557
-1.522358,-2.717380,10.758152
-1.641860,-2.952689,10.512636
-1.772943,-3.210280,10.280778
-1.916677,-3.492329,10.063540
-2.074242,-3.801189,9.862116
-2.246937,-4.139401,9.677972
-2.436183,-4.509691,9.512903
-2.643534,-4.914974,9.369089
-2.870678,-5.358339,9.249176
-3.119444,-5.843031,9.156352
-3.391803,-6.372418,9.094453
-3.689864,-6.949933,9.068074
-4.015871,-7.578996,9.082702
-4.372184,-8.262900,9.144859
-4.761255,-9.004652,9.262265
-5.185595,-9.806757,9.444006
-5.647711,-10.670928,9.700705
-6.150033,-11.597711,10.044682
-6.694801,-12.585991,10.490087
-7.283920,-13.632385,11.052959
-7.918766,-14.730470,11.751185
-8.599937,-15.869871,12.604292
-9.326930,-17.035194,13.632976
-10.097757,-18.204844,14.858291
-10.908465,-19.349813,16.300350
-11.752600,-20.432568,17.976442
-12.620597,-21.406271,19.898428
-13.499164,-22.214675,22.069403
-14.370715,-22.793109,24.479681
-15.212955,-23.071073,27.102422
-15.998766,-22.976910,29.889482
-16.696581,-22.444847,32.768452
-17.271407,-21.424230,35.642148
-17.686690,-19.890082,38.391957
-17.907029,-17.853187,40.886069
-17.901645,-15.367144,42.992749
-17.648195,-12.529523,44.597247
-17.136328,-9.475114,45.619222
-16.370206,-6.361075,46.026396
-15.369293,-3.346506,45.840346
-14.167014,-0.571106,45.132272
-12.807423,1.861737,44.009653
-11.340507,3.893543,42.597622
-9.817102,5.510052,41.020138
-8.284387,6.733152,39.385340
-6.782633,7.609026,37.777264
-5.343467,8.196092,36.253778
-3.989511,8.555169,34.849055
-2.735043,8.742861,33.578437
-1.587253,8.808005,32.443891
-0.547727,8.790461,31.438915
0.386092,8.721392,30.552397
1.219622,8.624323,29.771339
1.960092,8.516477,29.082620
2.615730,8.410091,28.474015
3.195166,8.313592,27.934693
3.707009,8.232542,27.455401
4.159562,8.170405,27.028438
4.560647,8.129114,26.647533
4.917493,8.109504,26.307672
5.236694,8.111629,26.004918
5.524188,8.134989,25.736235
5.785268,8.178694,25.499328
6.024611,8.241578,25.292505
6.246307,8.322278,25.114561
6.453904,8.419288,24.964674
6.650443,8.530993,24.842323
6.838498,8.655682,24.747209
7.020216,8.791567,24.679202
7.197351,8.936779,24.638277
7.371294,9.089366,24.624468
7.543101,9.247293,24.637819
7.713520,9.408432,24.678344
7.883012,9.570565,24.745976
8.051767,9.731374,24.840532
8.219728,9.888454,24.961665
8.386600,10.039312,25.108825
8.551871,10.181390,25.281213
8.714823,10.312083,25.477747
8.874549,10.428772,25.697020
9.029972,10.528864,25.937273
9.179861,10.609839,26.196365
9.322859,10.669312,26.471764
9.457504,10.705094,26.760535
9.582263,10.715265,27.059356
9.695563,10.698248,27.364538
9.795832,10.652877,27.672072
9.881536,10.578471,27.977688
9.951230,10.474891,28.276932
10.003596,10.342584,28.565261
10.037495,10.182612,28.838151
